num,cost,restart_count,bv_time
1,398,1,1341
2,201,1,590
3,200,1,597
4,398,2,1341
5,206,2,1315
6,205,2,1315
7,201,2,642
8,192,2,661
9,383,3,1345
10,383,4,1384
11,199,4,1383
12,198,4,1379
13,197,4,1379
14,189,4,686
15,376,5,1395
16,369,6,1398
17,369,7,1384
18,369,8,1401
19,369,9,1403
