num,cost,restart_count,bv_time
1,32,0,1067
2,22,0,1086
3,21,0,1093
4,20,0,1091
5,19,0,1096
6,18,0,1093
7,174,1,1101
8,111,1,1084
9,352,2,1090
10,261,2,522
11,418,3,1108
12,266,3,1129
13,265,3,1129
14,264,3,1129
15,418,4,1132
16,264,4,1074
17,262,4,368
18,418,5,1104
19,392,6,1060
20,197,6,1718
21,392,7,1760
22,392,8,1100
23,246,8,514
24,245,8,506
25,392,9,1097
26,201,9,1112
27,200,9,1111
28,199,9,1111
29,198,9,1108
