num,cost,restart_count,bv_time
1,129,0,26
2,102,0,26
3,101,0,26
4,139,1,27
5,138,1,25
6,131,2,28
7,84,3,27
8,82,3,31
9,84,4,41
10,82,4,51
11,84,5,26
12,84,6,26
13,93,7,27
14,92,7,34
15,93,8,41
16,92,8,52
17,91,8,50
18,93,9,26
19,92,9,32
20,91,9,33
