num,cost,restart_count,bv_time
1,2133,2,40
2,2133,3,44
3,2133,4,39
4,1707,4,41
5,2133,5,39
6,2133,6,36
7,2133,7,35
8,2133,8,35
9,1709,8,35
10,1707,8,33
11,1706,8,33
12,1705,8,53
13,2133,9,35
