num,cost,restart_count,bv_time
1,129,0,27
2,101,0,26
3,109,1,31
4,114,2,29
5,113,2,27
6,112,2,27
7,112,3,28
8,105,3,35
9,142,4,29
10,112,4,28
11,111,4,28
12,109,4,29
13,151,5,29
14,118,5,27
15,116,5,28
16,115,5,29
17,156,6,28
18,121,6,27
19,119,6,27
20,140,7,39
21,111,7,33
22,110,7,35
23,109,7,35
24,106,7,35
25,105,8,32
26,104,8,30
27,103,8,31
28,102,8,30
29,100,8,29
30,99,8,30
31,98,8,30
32,130,9,30
33,99,9,28
34,98,9,35
