54,verified,48.024
20,verified,47.752
66,fail,712.507
65,fail,588.593
64,fail,634.829
63,verified,47.404
43,verified,47.27
37,fail,572.489
26,fail,310.881
15,verified,58.43
25,fail,315.957
36,fail,512.522
24,fail,315.864
23,fail,317.454
35,fail,575.198
22,fail,312.919
21,verified,66.128
34,fail,541.19
33,fail,320.105
32,verified,61.146
17,fail,10498.409
8,fail,5314.883
16,verified,42.088
7,fail,9299.68
6,fail,0.008
5,fail,0.002
4,fail,0.003
3,fail,0.002
2,fail,0.002
1,fail,0.002
