8,fail,0.407
1,verified,955.388
7,verified,834.258
44,fail,0.327
43,fail,0.335
6,verified,901.264
26,fail,0.367
21,fail,0.357
42,verified,1195.06
25,verified,894.249
20,verified,875.559
19,verified,993.293
24,verified,944.1
35,fail,0.32
34,fail,0.33
33,verified,910.754
23,verified,1052.755
