num,cost,restart_count,bv_time
1,208,0,262220
2,176,0,239872
3,157,0,240701
4,154,0,248140
5,153,0,250740
6,138,0,259038
7,137,0,300297
8,136,0,262811
9,135,0,265893
10,635,1,266905
11,605,1,292268
12,580,1,272703
13,556,1,271137
14,605,2,270876
15,605,3,273214
16,605,4,315492
17,605,5,279232
18,605,6,279866
19,605,7,285453
20,605,8,272288
21,605,9,274592
