num,cost,restart_count,bv_time
1,329,1,15129
2,281,2,15521
3,282,3,16057
4,260,3,15696
5,259,3,15635
6,258,3,15767
7,257,3,15741
8,284,4,15836
9,207,4,16082
10,206,4,20726
11,205,4,21616
12,314,5,16470
13,373,6,16244
14,373,7,16438
15,368,8,16846
16,368,9,16232
